TYPE OF REGISTER,DATE OF EXCHANGE,BDI CODE,PAPER NEGOTIATION CODE,TYPE OF MARKET,ABBREVIATED NAME OF THE COMPANY,PAPER SPECIFICATION,FORWARD MARKET TERM IN DAYS,REFERENCE CURRENCY,MARKET PAPER OPENING FLOOR PRICE,MARKET PAPER HIGHEST FLOOR PRICE,MARKET PAPER LOWEST FLOOR PRICE,MARKET PAPER AVERAGE FLOOR PRICE,MARKET PAPER LAST NEGOTIATED PRICE,MARKET PAPER BEST PURCHASE OFFER PRICE,MARKET PAPER BEST SALES OFFER PRICE,NUMBER OF TRADES CONDUCTED WITH THE MARKET PAPER,TOTAL QUANTITY OF TITLES TRADED WITH THIS MARKET PAPER,TOTAL VOLUME OF TITLES NEGOTIATED WITH THIS MARKET PAPER,STRIKE PRICE FOR THE OPTIONS MARKET OR CONTRACT AMOUNT FOR THE SECONDARY FORWARD MARKET,STRIKE PRICE OR CONTRACT AMOUNT FOR OPTIONS OR SECONDARY FORWARD MARKETS CORRECTION INDICATOR,MATURITY DATE FOR OPTIONS OR SECONDARY FORWARD MARKET,PAPER QUOTATION FACTOR,STRIKE PRICE IN POINTS FOR OPTIONS REFERENCED IN US DOLLARS OR CONTRACT AMOUNT IN POINTS FOR SECONDARY FORWARD,PAPER CODE IN THE IS IN SYSTEM OR PAPER INTERNAL CODE,PAPER DISTRIBUTION NUMBER
01,2017-11-24,78,ITUBC43,070,ITUBE,PN      N1,000,R$,0.37,0.37,0.37,0.37,0.37,0.01,0.00,00001,000000000000005000,1850.00,48.73,0,2018-03-19,0000001,0.00,BRITUBACNPR1,218
01,2017-11-24,78,ITUBD27,070,ITUBE,PN      N1,000,R$,1.55,1.55,1.50,1.53,1.50,0.00,0.00,00002,000000000000006500,9950.00,46.16,0,2018-04-16,0000001,0.00,BRITUBACNPR1,220
01,2017-11-24,78,ITUBH66,070,ITUB,PN      N1,000,R$,2.83,2.83,2.83,2.83,2.83,0.00,0.00,00001,000000000000007000,19810.00,46.60,0,2018-08-20,0000001,0.00,BRITUBACNPR1,229
01,2017-11-24,78,ITUBH92,070,ITUBE,PN      N1,000,R$,5.00,5.01,5.00,5.00,5.01,0.00,0.00,00002,000000000000003500,17516.00,42.85,0,2018-08-20,0000001,0.00,BRITUBACNPR1,223
01,2017-11-24,78,ITUBK49,070,ITUB,PN      N1,000,R$,2.85,2.85,2.85,2.85,2.85,0.00,0.00,00001,000000000000000500,1425.00,48.97,0,2018-11-19,0000001,0.00,BRITUBACNPR1,229
01,2017-11-24,78,ITUBL2,070,ITUBE,PN      N1,000,R$,0.35,0.35,0.27,0.29,0.27,0.26,0.33,00034,000000000000010500,3076.00,45.49,0,2017-12-18,0000001,0.00,BRITUBACNPR1,219
01,2017-11-24,78,ITUBL20,070,ITUB,PN      N1,000,R$,0.74,0.75,0.59,0.67,0.59,0.59,0.75,00066,000000000000119600,80373.00,44.03,0,2017-12-18,0000001,0.00,BRITUBACNPR1,210
01,2017-11-24,78,ITUBL21,070,ITUBE,PN      N1,000,R$,2.34,2.36,2.34,2.34,2.36,0.00,0.00,00013,000000000000013500,31626.00,40.90,0,2017-12-18,0000001,0.00,BRITUBACNPR1,218
01,2017-11-24,78,ITUBL23,070,ITUB  FM,PN      N1,000,R$,1.25,1.26,1.13,1.17,1.18,1.14,0.00,00082,000000000000089700,105437.00,42.65,0,2017-12-18,0000001,0.00,BRITUBACNPR1,218
01,2017-11-24,78,ITUBL24,070,ITUBE,PN      N1,000,R$,1.90,1.98,1.90,1.93,1.92,0.01,0.00,00006,000000000000008000,15490.00,41.40,0,2017-12-18,0000001,0.00,BRITUBACNPR1,226
01,2017-11-24,78,ITUBL27,070,ITUBE,PN      N1,000,R$,0.20,0.20,0.20,0.20,0.20,0.00,0.17,00003,000000000000000600,120.00,46.49,0,2017-12-18,0000001,0.00,BRITUBACNPR1,217
01,2017-11-24,78,ITUBL28,070,ITUB  FM,PN      N1,000,R$,2.64,2.64,2.40,2.50,2.40,0.00,5.00,00014,000000000000007100,17795.00,40.65,0,2017-12-18,0000001,0.00,BRITUBACNPR1,222
01,2017-11-24,78,ITUBL4,070,ITUBE,PN      N1,000,R$,0.97,0.97,0.86,0.94,0.90,0.00,0.91,00030,000000000000028500,26829.00,43.40,0,2017-12-18,0000001,0.00,BRITUBACNPR1,220
01,2017-11-24,78,ITUBL43,070,ITUB  FM,PN      N1,000,R$,0.40,0.40,0.30,0.35,0.32,0.12,0.37,00041,000000000000040200,14236.00,45.24,0,2017-12-18,0000001,0.00,BRITUBACNPR1,226
01,2017-11-24,78,ITUBL44,070,ITUB  FM,PN      N1,000,R$,0.87,0.89,0.73,0.78,0.75,0.70,0.98,00080,000000000000084400,66604.00,43.65,0,2017-12-18,0000001,0.00,BRITUBACNPR1,220
01,2017-11-24,78,ITUBL50,070,ITUBE,PN      N1,000,R$,0.56,0.56,0.46,0.50,0.46,0.45,0.92,00026,000000000000022820,11600.00,44.49,0,2017-12-18,0000001,0.00,BRITUBACNPR1,211
01,2017-11-24,78,ITUBL52,070,ITUB  FM,PN      N1,000,R$,1.59,1.63,1.36,1.52,1.42,0.01,1.55,00032,000000000000035100,53640.00,42.15,0,2017-12-18,0000001,0.00,BRITUBACNPR1,226
01,2017-11-24,78,ITUBL60,070,ITUB,PN      N1,000,R$,1.06,1.06,0.92,0.98,0.92,0.10,1.31,00042,000000000000097700,96338.00,43.15,0,2017-12-18,0000001,0.00,BRITUBACNPR1,227
01,2017-11-24,78,ITUBL61,070,ITUB,PN      N1,000,R$,2.05,2.13,1.91,2.07,1.91,0.00,0.00,00016,000000000000009200,19122.00,41.15,0,2017-12-18,0000001,0.00,BRITUBACNPR1,221
01,2017-11-24,78,ITUBL72,070,ITUBE,PN      N1,000,R$,1.36,1.36,1.28,1.31,1.31,0.01,0.00,00004,000000000000286000,375360.00,42.40,0,2017-12-18,0000001,0.00,BRITUBACNPR1,225
01,2017-11-24,78,ITUBL78,070,ITUBE,PN      N1,000,R$,0.06,0.07,0.05,0.06,0.05,0.05,0.07,00033,000000000000074600,4866.00,47.49,0,2017-12-18,0000001,0.00,BRITUBACNPR1,228
01,2017-11-24,78,ITUBL79,070,ITUB,PN      N1,000,R$,0.01,0.01,0.01,0.01,0.01,0.01,0.02,00001,000000000000001000,10.00,50.49,0,2017-12-18,0000001,0.00,BRITUBACNPR1,228
01,2017-11-24,78,ITUBL82,070,ITUB,PN      N1,000,R$,0.19,0.21,0.19,0.20,0.21,0.02,0.19,00005,000000000000026000,5440.00,46.24,0,2017-12-18,0000001,0.00,BRITUBACNPR1,228
01,2017-11-24,78,ITUBL85,070,ITUBE,PN      N1,000,R$,0.46,0.46,0.42,0.43,0.42,0.00,1.18,00002,000000000000000700,306.00,44.99,0,2017-12-18,0000001,0.00,BRITUBACNPR1,226
01,2017-11-24,78,ITUBL86,070,ITUBE,PN      N1,000,R$,0.25,0.25,0.21,0.24,0.21,0.02,0.50,00002,000000000000025500,6355.00,45.99,0,2017-12-18,0000001,0.00,BRITUBACNPR1,228
01,2017-11-24,78,ITUBL89,070,ITUB,PN      N1,000,R$,0.02,0.02,0.02,0.02,0.02,0.00,0.03,00001,000000000000001000,20.00,49.24,0,2017-12-18,0000001,0.00,BRITUBACNPR1,228
01,2017-11-24,78,ITUBL98,070,ITUBE,PN      N1,000,R$,0.05,0.05,0.05,0.05,0.05,0.00,0.05,00001,000000000000000500,25.00,47.99,0,2017-12-18,0000001,0.00,BRITUBACNPR1,228
01,2017-11-24,82,ITUBM2,080,ITUBE,PN      N1,000,R$,0.28,0.28,0.28,0.28,0.28,0.00,0.00,00028,000000000000024900,6972.00,38.28,0,2018-01-15,0000001,0.00,BRITUBACNPR1,227
01,2017-11-24,82,ITUBM44,080,ITUBE,PN      N1,000,R$,1.65,1.65,1.65,1.65,1.65,1.24,0.00,00001,000000000000000700,1155.00,43.07,0,2018-01-15,0000001,0.00,BRITUBACNPR1,217
01,2017-11-24,82,ITUBM73,080,ITUBE  FM,PN      N1,000,R$,2.10,2.10,2.03,2.07,2.03,0.00,0.00,00024,000000000000024300,50441.00,43.82,0,2018-01-15,0000001,0.00,BRITUBACNPR1,228
01,2017-11-24,82,ITUBM83,080,ITUBE  FM,PN      N1,000,R$,1.55,1.56,1.50,1.52,1.51,1.20,0.00,00031,000000000000011600,17712.00,42.82,0,2018-01-15,0000001,0.00,BRITUBACNPR1,217
01,2017-11-24,82,ITUBM99,080,ITUBE,PN      N1,000,R$,0.47,0.47,0.47,0.47,0.47,0.00,0.47,00006,000000000000000800,376.00,39.28,0,2018-01-15,0000001,0.00,BRITUBACNPR1,217
01,2017-11-24,82,ITUBN72,080,ITUBE,PN      N1,000,R$,1.32,1.32,1.32,1.32,1.32,0.00,0.00,00001,000000000000010000,13200.00,41.03,0,2018-02-19,0000001,0.00,BRITUBACNPR1,217
01,2017-11-24,82,ITUBP2,080,ITUBE,PN      N1,000,R$,2.55,2.55,2.35,2.47,2.35,0.00,0.00,00002,000000000000006500,16075.00,42.66,0,2018-04-16,0000001,0.00,BRITUBACNPR1,229
01,2017-11-24,82,ITUBP39,080,ITUBE,PN      N1,000,R$,1.00,1.00,0.85,0.94,0.85,0.00,0.00,00002,000000000000006500,6125.00,39.16,0,2018-04-16,0000001,0.00,BRITUBACNPR1,229
01,2017-11-24,82,ITUBW12,080,ITUBE,PN      N1,000,R$,4.04,4.04,4.04,4.04,4.04,0.00,0.00,00001,000000000000000500,2020.00,42.72,0,2018-11-19,0000001,0.00,BRITUBACNPR1,229
01,2017-11-24,82,ITUBW8,080,ITUBE,PN      N1,000,R$,1.25,1.25,1.25,1.25,1.25,0.00,0.00,00001,000000000000000500,625.00,37.72,0,2018-11-19,0000001,0.00,BRITUBACNPR1,229
01,2017-11-24,82,ITUBX1,080,ITUBE,PN      N1,000,R$,0.20,0.20,0.20,0.20,0.20,0.10,0.26,00002,000000000000025000,5000.00,38.15,0,2017-12-18,0000001,0.00,BRITUBACNPR1,219
01,2017-11-24,82,ITUBX21,080,ITUBE  FM,PN      N1,000,R$,0.48,0.50,0.48,0.48,0.49,0.01,0.00,00010,000000000000007600,3686.00,40.90,0,2017-12-18,0000001,0.00,BRITUBACNPR1,218
01,2017-11-24,82,ITUBX23,080,ITUBE  FM,PN      N1,000,R$,1.11,1.19,1.08,1.13,1.18,0.17,1.45,00016,000000000000032700,37055.00,42.65,0,2017-12-18,0000001,0.00,BRITUBACNPR1,218
01,2017-11-24,82,ITUBX24,080,ITUBE,PN      N1,000,R$,0.67,0.70,0.67,0.69,0.70,0.47,0.00,00005,000000000000004700,3260.00,41.40,0,2017-12-18,0000001,0.00,BRITUBACNPR1,226
01,2017-11-24,82,ITUBX26,080,ITUBE,PN      N1,000,R$,0.21,0.21,0.21,0.21,0.21,0.09,0.38,00001,000000000000003000,630.00,39.40,0,2017-12-18,0000001,0.00,BRITUBACNPR1,222
01,2017-11-24,82,ITUBX41,080,ITUBE,PN      N1,000,R$,0.34,0.34,0.34,0.34,0.34,0.01,0.00,00001,000000000000010000,3400.00,40.15,0,2017-12-18,0000001,0.00,BRITUBACNPR1,217
01,2017-11-24,82,ITUBX44,080,ITUBE  FM,PN      N1,000,R$,1.64,1.72,1.64,1.65,1.65,0.00,0.00,00008,000000000000009500,15743.00,43.65,0,2017-12-18,0000001,0.00,BRITUBACNPR1,220
01,2017-11-24,82,ITUBX52,080,ITUBE  FM,PN      N1,000,R$,0.89,0.96,0.89,0.92,0.96,0.00,1.10,00013,000000000000032100,29805.00,42.15,0,2017-12-18,0000001,0.00,BRITUBACNPR1,226
01,2017-11-24,82,ITUBX61,080,ITUBE,PN      N1,000,R$,0.54,0.58,0.54,0.55,0.55,0.20,0.60,00015,000000000000010700,5905.00,41.15,0,2017-12-18,0000001,0.00,BRITUBACNPR1,221
01,2017-11-24,82,ITUBX70,080,ITUBE,PN      N1,000,R$,0.29,0.29,0.29,0.29,0.29,0.12,0.40,00001,000000000000000500,145.00,39.65,0,2017-12-18,0000001,0.00,BRITUBACNPR1,221
01,2017-11-24,82,ITUBX72,080,ITUBE,PN      N1,000,R$,0.97,1.07,0.97,1.04,1.07,0.20,2.02,00021,000000000000017100,17787.00,42.40,0,2017-12-18,0000001,0.00,BRITUBACNPR1,225
01,2017-11-24,82,ITUBX80,080,ITUBE,PN      N1,000,R$,0.33,0.33,0.27,0.31,0.32,0.10,0.32,00021,000000000000005600,1777.00,39.90,0,2017-12-18,0000001,0.00,BRITUBACNPR1,219
01,2017-11-24,14,IVVB11,010,ISHARE SP500,CI,,R$,88.93,89.00,87.97,88.60,88.00,88.00,89.00,00185,000000000000019590,1735684.90,0.00,0,9999-12-31,0000001,0.00,BRIVVBCTF001,100
01,2017-11-24,96,IVVB11F,020,ISHARE SP500,CI,,R$,90.00,93.94,87.90,89.94,93.94,86.50,93.98,00003,000000000000000005,449.74,0.00,0,9999-12-31,0000001,0.00,BRIVVBCTF001,100
01,2017-11-24,02,JBDU4,010,J B DUARTE,PN,,R$,1.22,1.28,1.15,1.18,1.27,1.20,1.26,00036,000000000000037000,43844.00,0.00,0,9999-12-31,0000001,0.00,BRJBDUACNPR3,140
01,2017-11-24,62,JBDU4T,030,J B DUARTE,PN,180,R$,1.20,1.21,1.20,1.20,1.21,0.00,0.00,00002,000000000000005000,6003.58,0.00,0,9999-12-31,0000001,0.00,BRJBDUACNPR3,140
01,2017-11-24,05,JBSS3,010,JBS,ON      NM,,R$,7.95,8.02,7.86,7.93,7.89,7.89,7.92,17210,000000000006861100,54464816.00,0.00,0,9999-12-31,0000001,0.00,BRJBSSACNOR8,112
01,2017-11-24,96,JBSS3F,020,JBS,ON      NM,,R$,7.86,7.99,7.86,7.94,7.92,7.92,7.98,00036,000000000000001060,8424.44,0.00,0,9999-12-31,0000001,0.00,BRJBSSACNOR8,112
01,2017-11-24,62,JBSS3T,030,JBS,ON      NM,017,R$,7.99,8.00,7.99,7.99,8.00,0.00,0.00,00004,000000000000010000,79950.24,0.00,0,9999-12-31,0000001,0.00,BRJBSSACNOR8,112
01,2017-11-24,62,JBSS3T,030,JBS,ON      NM,032,R$,7.97,8.01,7.97,8.00,8.01,0.00,0.00,00010,000000000000612000,4901415.12,0.00,0,9999-12-31,0000001,0.00,BRJBSSACNOR8,112
01,2017-11-24,62,JBSS3T,030,JBS,ON      NM,122,R$,8.06,8.07,8.06,8.06,8.07,0.00,0.00,00002,000000000000004000,32273.26,0.00,0,9999-12-31,0000001,0.00,BRJBSSACNOR8,112
01,2017-11-24,78,JBSSB78,070,JBSS,ON      NM,000,R$,0.80,0.80,0.80,0.80,0.80,0.00,0.88,00001,000000000000001300,1040.00,7.80,0,2018-02-19,0000001,0.00,BRJBSSACNOR8,112
01,2017-11-24,78,JBSSL76,070,JBSS  FM,ON      NM,000,R$,0.55,0.55,0.55,0.55,0.55,0.54,0.00,00001,000000000000000600,330.00,7.60,0,2017-12-18,0000001,0.00,BRJBSSACNOR8,112
01,2017-11-24,78,JBSSL78,070,JBSS  FM,ON      NM,000,R$,0.44,0.44,0.43,0.43,0.43,0.01,0.45,00003,000000000000005500,2415.00,7.80,0,2017-12-18,0000001,0.00,BRJBSSACNOR8,112
01,2017-11-24,78,JBSSL8,070,JBSS  FM,ON      NM,000,R$,0.31,0.34,0.31,0.32,0.31,0.01,0.34,00006,000000000000013600,4373.00,8.00,0,2017-12-18,0000001,0.00,BRJBSSACNOR8,112
01,2017-11-24,78,JBSSL82,070,JBSS  FM,ON      NM,000,R$,0.23,0.23,0.23,0.23,0.23,0.19,0.38,00001,000000000000000500,115.00,8.20,0,2017-12-18,0000001,0.00,BRJBSSACNOR8,112
01,2017-11-24,78,JBSSL84,070,JBSS  FM,ON      NM,000,R$,0.15,0.16,0.14,0.15,0.14,0.11,0.15,00009,000000000000037900,5772.00,8.40,0,2017-12-18,0000001,0.00,BRJBSSACNOR8,112
01,2017-11-24,78,JBSSL9,070,JBSS,ON      NM,000,R$,0.06,0.06,0.06,0.06,0.06,0.01,0.06,00001,000000000000001400,84.00,9.00,0,2017-12-18,0000001,0.00,BRJBSSACNOR8,112
01,2017-11-24,10,JFEN1,010,JOAO FORTES,DIR ORD,,R$,0.01,0.01,0.01,0.01,0.01,0.00,0.01,00003,000000000000021900,219.00,0.00,0,9999-12-31,0000001,0.00,BRJFEND09OR8,055
01,2017-11-24,96,JFEN1F,020,JOAO FORTES,DIR ORD,,R$,0.01,0.02,0.01,0.01,0.02,0.01,0.02,00003,000000000000000046,0.86,0.00,0,9999-12-31,0000001,0.00,BRJFEND09OR8,055
01,2017-11-24,02,JFEN3,010,JOAO FORTES,ON,,R$,0.68,0.70,0.68,0.69,0.70,0.69,0.70,00013,000000000000015300,10620.00,0.00,0,9999-12-31,0000001,0.00,BRJFENACNOR0,056
01,2017-11-24,02,JHSF3,010,JHSF PART,ON      NM,,R$,1.92,1.93,1.89,1.90,1.90,1.89,1.90,00395,000000000000505500,961555.00,0.00,0,9999-12-31,0000001,0.00,BRJHSFACNOR2,113
01,2017-11-24,96,JHSF3F,020,JHSF PART,ON      NM,,R$,1.91,2.05,1.91,1.93,2.05,1.91,2.05,00005,000000000000000152,293.96,0.00,0,9999-12-31,0000001,0.00,BRJHSFACNOR2,113
01,2017-11-24,02,JPMC34,010,JPMORGAN,DRN,,R$,158.89,158.89,158.89,158.89,158.89,0.00,0.00,00002,000000000000000600,95334.00,0.00,0,9999-12-31,0000001,0.00,BRJPMCBDR009,123
01,2017-11-24,96,JPMC34F,020,JPMORGAN,DRN,,R$,158.65,158.65,158.65,158.65,158.65,0.00,166.20,00001,000000000000000036,5711.40,0.00,0,9999-12-31,0000001,0.00,BRJPMCBDR009,123
01,2017-11-24,12,JRDM11,010,FII SHOPJSUL,CI,,R$,81.68,81.84,81.55,81.68,81.84,81.58,81.85,00009,000000000000000373,30467.04,0.00,0,9999-12-31,0000001,0.00,BRJRDMCTF002,163
01,2017-11-24,02,JSLG3,010,JSL,ON      NM,,R$,8.10,8.28,8.05,8.11,8.05,8.05,8.12,00051,000000000000020500,166457.00,0.00,0,9999-12-31,0000001,0.00,BRJSLGACNOR2,111
01,2017-11-24,96,JSLG3F,020,JSL,ON      NM,,R$,8.00,8.00,8.00,8.00,8.00,8.10,8.14,00001,000000000000000050,400.00,0.00,0,9999-12-31,0000001,0.00,BRJSLGACNOR2,111
01,2017-11-24,12,JSRE11,010,FII JS REAL,CI,,R$,98.70,99.00,98.16,98.63,98.60,98.40,98.60,00187,000000000000006667,657583.74,0.00,0,9999-12-31,0000001,0.00,BRJSRECTF007,180
01,2017-11-24,02,KEPL3,010,KEPLER WEBER,ON,,R$,19.67,20.40,19.67,20.21,20.34,20.30,20.34,00059,000000000000020200,408397.00,0.00,0,9999-12-31,0000001,0.00,BRKEPLACNOR1,046
01,2017-11-24,96,KEPL3F,020,KEPLER WEBER,ON,,R$,19.83,20.36,19.83,20.14,20.30,20.30,20.34,00012,000000000000000292,5881.93,0.00,0,9999-12-31,0000001,0.00,BRKEPLACNOR1,046
01,2017-11-24,02,KHCB34,010,KRAFT HEINZ,DRN ED,,R$,257.63,257.63,257.63,257.63,257.63,252.39,262.70,00001,000000000000000300,77289.00,0.00,0,9999-12-31,0000001,0.00,BRKHCBBDR007,110
01,2017-11-24,96,KHCB34F,020,KRAFT HEINZ,DRN ED,,R$,256.83,256.83,256.83,256.83,256.83,0.00,0.00,00001,000000000000000023,5907.09,0.00,0,9999-12-31,0000001,0.00,BRKHCBBDR007,110
01,2017-11-24,02,KLBN11,010,KLABIN S/A,UNT     N2,,R$,18.29,18.33,17.82,18.02,18.22,18.20,18.22,07744,000000000001855900,33456172.00,0.00,0,9999-12-31,0000001,0.00,BRKLBNCDAM18,117
01,2017-11-24,96,KLBN11F,020,KLABIN S/A,UNT     N2,,R$,18.22,18.22,17.88,18.01,18.00,18.00,18.39,00053,000000000000001601,28847.88,0.00,0,9999-12-31,0000001,0.00,BRKLBNCDAM18,117
01,2017-11-24,02,KLBN3,010,KLABIN S/A,ON      N2,,R$,5.14,5.17,5.00,5.12,5.09,5.09,5.15,00193,000000000000041200,211105.00,0.00,0,9999-12-31,0000001,0.00,BRKLBNACNOR2,145
01,2017-11-24,96,KLBN3F,020,KLABIN S/A,ON      N2,,R$,5.01,5.02,5.01,5.01,5.02,5.02,5.40,00003,000000000000000021,105.29,0.00,0,9999-12-31,0000001,0.00,BRKLBNACNOR2,145
01,2017-11-24,02,KLBN4,010,KLABIN S/A,PN      N2,,R$,3.31,3.32,3.20,3.24,3.26,3.26,3.27,00402,000000000000175900,570340.00,0.00,0,9999-12-31,0000001,0.00,BRKLBNACNPR9,145
01,2017-11-24,96,KLBN4F,020,KLABIN S/A,PN      N2,,R$,3.27,3.30,3.17,3.24,3.27,3.25,3.27,00018,000000000000000324,1050.04,0.00,0,9999-12-31,0000001,0.00,BRKLBNACNPR9,145
01,2017-11-24,12,KNCR11,010,FII KINEA RI,CI,,R$,102.00,102.70,101.15,102.13,102.01,101.82,102.01,00895,000000000000056762,5797654.42,0.00,0,9999-12-31,0000001,0.00,BRKNCRCTF000,160
01,2017-11-24,12,KNIP11,010,FII KINEA IP,CI,,R$,104.50,105.00,104.50,104.64,105.00,104.51,104.99,00104,000000000000004777,499881.73,0.00,0,9999-12-31,0000001,0.00,BRKNIPCTF001,114
01,2017-11-24,12,KNRE11,010,FII KII REAL,CI,,R$,1.03,1.03,1.02,1.02,1.02,1.02,1.03,00004,000000000000023001,23491.03,0.00,0,9999-12-31,0000001,0.00,BRKNRECTF006,103
01,2017-11-24,12,KNRI11,010,FII KINEA,CI,,R$,169.11,169.69,168.00,168.72,169.19,168.78,169.19,00306,000000000000015113,2549992.61,0.00,0,9999-12-31,0000001,0.00,BRKNRICTF007,184
01,2017-11-24,02,KROT3,010,KROTON,ON  ED  NM,,R$,18.85,19.18,18.63,18.81,18.77,18.75,18.77,09427,000000000002482900,46710618.00,0.00,0,9999-12-31,0000001,0.00,BRKROTACNOR9,126
01,2017-11-24,96,KROT3F,020,KROTON,ON  ED  NM,,R$,19.00,19.07,18.62,18.81,18.62,18.62,19.05,00057,000000000000001972,37106.65,0.00,0,9999-12-31,0000001,0.00,BRKROTACNOR9,126
01,2017-11-24,78,KROTL18,070,KROT  FM/ED,ON      NM,000,R$,1.35,1.35,1.03,1.09,1.03,0.00,0.00,00008,000000000000024700,27148.00,18.07,0,2017-12-18,0000001,0.00,BRKROTACNOR9,125
01,2017-11-24,78,KROTL22,070,KROT    /ED,ON      NM,000,R$,0.05,0.05,0.05,0.05,0.05,0.00,0.00,00001,000000000000000100,5.00,22.07,0,2017-12-18,0000001,0.00,BRKROTACNOR9,125
01,2017-11-24,78,KROTL48,070,KROT  FM/ED,ON      NM,000,R$,0.99,0.99,0.99,0.99,0.99,0.00,0.00,00001,000000000000007000,6930.00,18.57,0,2017-12-18,0000001,0.00,BRKROTACNOR9,125
01,2017-11-24,78,KROTL49,070,KROT  FM/ED,ON      NM,000,R$,0.34,0.35,0.34,0.34,0.35,0.00,0.75,00004,000000000000010000,3497.00,19.57,0,2017-12-18,0000001,0.00,BRKROTACNOR9,125
01,2017-11-24,78,KROTL51,070,KROT    /ED,ON      NM,000,R$,0.07,0.07,0.07,0.07,0.07,0.00,0.00,00001,000000000000000100,7.00,21.57,0,2017-12-18,0000001,0.00,BRKROTACNOR9,125
01,2017-11-24,82,KROTM19,080,KROTE  FM/ED,ON      NM,000,R$,1.15,1.15,1.15,1.15,1.15,0.00,0.00,00001,000000000000005000,5750.00,19.27,0,2018-01-15,0000001,0.00,BRKROTACNOR9,125
01,2017-11-24,82,KROTX19,080,KROTE  FM/ED,ON      NM,000,R$,0.60,0.80,0.60,0.65,0.80,0.00,0.00,00003,000000000000007600,5015.00,19.07,0,2017-12-18,0000001,0.00,BRKROTACNOR9,125
01,2017-11-24,02,LAME3,010,LOJAS AMERIC,ON      N1,,R$,12.59,12.68,12.41,12.47,12.43,12.43,12.52,06599,000000000001125000,14038945.00,0.00,0,9999-12-31,0000001,0.00,BRLAMEACNOR9,198
01,2017-11-24,96,LAME3F,020,LOJAS AMERIC,ON      N1,,R$,12.55,12.70,12.39,12.45,12.39,12.39,12.89,00036,000000000000001060,13203.68,0.00,0,9999-12-31,0000001,0.00,BRLAMEACNOR9,198
01,2017-11-24,02,LAME4,010,LOJAS AMERIC,PN      N1,,R$,15.35,15.58,15.22,15.33,15.30,15.29,15.30,09022,000000000003031900,46488768.00,0.00,0,9999-12-31,0000001,0.00,BRLAMEACNPR6,198
01,2017-11-24,96,LAME4F,020,LOJAS AMERIC,PN      N1,,R$,15.43,15.55,15.03,15.32,15.03,15.03,15.46,00107,000000000000002907,44558.47,0.00,0,9999-12-31,0000001,0.00,BRLAMEACNPR6,198
01,2017-11-24,62,LAME4T,030,LOJAS AMERIC,PN      N1,017,R$,15.28,15.29,15.28,15.28,15.29,0.00,0.00,00002,000000000000003000,45849.92,0.00,0,9999-12-31,0000001,0.00,BRLAMEACNPR6,198
01,2017-11-24,62,LAME4T,030,LOJAS AMERIC,PN      N1,032,R$,15.50,15.65,15.41,15.58,15.42,0.00,0.00,00012,000000000000028700,447385.20,0.00,0,9999-12-31,0000001,0.00,BRLAMEACNPR6,198
01,2017-11-24,62,LAME4T,030,LOJAS AMERIC,PN      N1,060,R$,15.43,15.44,15.39,15.42,15.40,0.00,0.00,00004,000000000000001500,23139.27,0.00,0,9999-12-31,0000001,0.00,BRLAMEACNPR6,198
01,2017-11-24,62,LAME4T,030,LOJAS AMERIC,PN      N1,090,R$,15.63,15.64,15.52,15.57,15.62,0.00,0.00,00022,000000000000017000,264704.69,0.00,0,9999-12-31,0000001,0.00,BRLAMEACNPR6,198
01,2017-11-24,78,LAMEA16,070,LAME  FM,PN      N1,000,R$,0.47,0.47,0.47,0.47,0.47,0.00,0.59,00002,000000000000005000,2350.00,16.00,0,2018-01-15,0000001,0.00,BRLAMEACNPR6,198
01,2017-11-24,78,LAMEA17,070,LAME  FM,PN      N1,000,R$,0.22,0.22,0.22,0.22,0.22,0.00,0.00,00001,000000000000001000,220.00,17.00,0,2018-01-15,0000001,0.00,BRLAMEACNPR6,198
01,2017-11-24,78,LAMEB65,070,LAMEE,PN      N1,000,R$,1.01,1.01,1.01,1.01,1.01,0.00,0.00,00001,000000000000003000,3030.00,15.75,0,2018-02-19,0000001,0.00,BRLAMEACNPR6,198
01,2017-11-24,78,LAMEB66,070,LAMEE,PN      N1,000,R$,0.40,0.40,0.40,0.40,0.40,0.00,0.00,00001,000000000000003000,1200.00,16.75,0,2018-02-19,0000001,0.00,BRLAMEACNPR6,198
01,2017-11-24,78,LAMEB75,070,LAMEE,PN      N1,000,R$,1.31,1.31,1.31,1.31,1.31,0.00,1.45,00001,000000000000000800,1048.00,15.25,0,2018-02-19,0000001,0.00,BRLAMEACNPR6,198
01,2017-11-24,78,LAMEB79,070,LAMEE,PN      N1,000,R$,0.20,0.20,0.18,0.19,0.18,0.00,0.00,00004,000000000000150000,28800.00,19.25,0,2018-02-19,0000001,0.00,BRLAMEACNPR6,198
01,2017-11-24,78,LAMEL15,070,LAME  FM,PN      N1,000,R$,0.56,0.56,0.45,0.48,0.49,0.00,0.68,00008,000000000000019000,9195.00,15.46,0,2017-12-18,0000001,0.00,BRLAMEACNPR6,198
01,2017-11-24,78,LAMEL44,070,LAME  FM,PN      N1,000,R$,0.82,0.82,0.82,0.82,0.82,0.00,0.00,00001,000000000000002000,1640.00,14.96,0,2017-12-18,0000001,0.00,BRLAMEACNPR6,198
